12,38
3,37
10,15
5,8
12,14
8,17
11,24
8,12
13,24
8,27
0,12
13,36
14,14
13,38
14,4
14,9
0,29
7,0
12,40
6,24
8,16
2,32
3,9
6,27
7,11
0,16
14,28
4,40
13,17
2,22
12,26
8,4
5,24
7,17
1,36
12,9
12,14
11,2
10,0
0,19
0,6
6,31
6,39
2,6
10,27
7,29
9,2
6,17
13,30
12,33
0,20
4,6
11,28
5,13
9,7
9,5
9,24
3,39
7,1
10,0
5,34
3,27
13,25
5,15
2,15
1,39
3,4
8,20
0,2
2,32
7,25
12,35
10,28
6,30
3,6
2,5
13,29
13,26
13,34
7,26
3,2
6,0
3,35
6,24
6,12
13,11
1,16
11,20
5,37
14,29
8,23
3,9
14,12
10,36
8,1
6,40
11,32
12,37
1,28
4,26
2,22
12,15
0,0
2,17
0,5
10,33
13,8
2,12
4,16
14,13
5,40
13,29
10,29
5,32
7,7
3,10
11,18
0,21
4,7
0,22
2,8
3,24
10,27
0,0
3,35
8,15
7,33
14,32
9,19
9,28
7,29
0,14
6,20
5,37
14,9
5,27
5,32
0,10
11,35
1,11
14,24
5,12
5,40
4,23
14,37
11,5
1,20
10,37
11,14
3,11
7,13
12,11
5,7
10,26
7,5
0,0
12,30
8,20
2,27
2,22
8,37
6,4
0,34
0,1
2,30
9,17
0,30
5,28
10,18
0,22
14,6
9,25
3,0
2,17
12,20
0,32
10,1
13,35
11,21
11,4
1,13
9,36
8,17
10,6
1,36
9,40
0,36
8,40
14,22
1,17
2,17
1,22
2,5
1,5
14,18
4,40
7,29
0,9
0,18
3,5
