6.090538761368200937e+00,1.390205169102293414e+00,3.930020206419340578e+00,1.138352018529510090e+01,1.897973105577555941e+00,-3.109590138342511523e+00
9.327502083998194138e+00,4.100988363352380262e-01,3.005740142779165236e+00,1.171169834315462621e+00,6.169499935307173111e+00,1.643066062374817227e+00
9.822497784021200218e+00,1.581987809518817123e+00,3.469599555447900219e+00,3.803660837377063508e+00,9.941646700372768208e-01,1.121420115756153635e+00
1.523817260075494673e+00,1.511258054994880196e+00,9.976649284320204814e-01,1.226148849771508864e+01,5.953839651746383410e+00,-8.325599860682000752e+00
1.184556470722187171e+01,7.326174600816242055e-01,4.704341588412854769e+00,1.204629640478070840e+01,5.902826234319580756e+00,-1.832053456829107807e+00
3.340133554331785604e+00,3.430893168095632273e-01,2.891471525634891737e+00,4.876424631309469682e+00,5.952677646056567795e-01,1.290178892548180245e-01
9.139264918111093650e+00,1.047917035440704803e+00,1.523247299999405113e+00,9.759284286064357161e+00,5.038241479585408911e+00,-3.931739438182111801e+00
9.954048156339574405e-01,9.727047344639407900e-01,3.467678940588381220e-01,1.039489583131310368e+01,4.340793403350078350e-01,-5.659290307148245880e+00
1.045388273931264322e+00,1.195386361133762954e+00,2.219162210151594650e+00,8.809112379159117268e+00,3.579344913651699045e+00,-4.789123373354584601e+00
5.025334203840818859e+00,2.950758943004747614e-01,3.582706851896133582e-01,3.192627115116247083e+00,3.006338029721418614e+00,-1.236599932141429381e+00
6.101547538372770418e+00,1.851822437589024428e+00,1.090410975550029526e+00,1.243572986544665682e+01,3.028262647752825387e+00,-6.624536105662087948e+00
6.995113343067034251e+00,1.536635032664442457e+00,1.366705325917420000e+00,3.710039692476761353e+00,7.465185568846932185e+00,-3.142503919603908624e+00
1.207257278363931263e+00,1.322585535945252966e+00,4.618601836415731077e-01,1.220512464013807641e-01,7.032666895070987856e+00,-3.244867675912172622e+00
1.074241164273440319e+01,1.199160638528245615e+00,4.757708750405753584e-01,4.392649091715823850e+00,5.420147844927345027e+00,-2.086814774315417065e+00
6.495097348605137100e+00,4.155106608309921956e-01,2.125399573802526199e+00,8.529705800466507171e+00,7.580965953104820798e+00,-3.645637219861900924e+00
1.513044076881003264e+01,1.983766766051973107e+00,2.984795056015066006e-02,6.415409345178824552e+00,2.131401406906618945e+00,-2.119932737871571771e+00
1.360992573796184502e+01,1.765229677278739029e+00,4.879211039524228077e+00,1.036877063469365190e+01,4.929665302561605955e+00,-1.395979701191355948e+00
5.425696680746877831e+00,1.431267825634923163e-01,1.777238830070673181e+00,5.826467822583675904e+00,2.056656706696053938e+00,-8.244370884961282897e-01
6.793852799351066452e+00,1.287624650718461439e+00,1.949674393027699404e+00,5.126710310961990480e+00,3.687628399801527124e+00,-1.917439047856958512e+00
9.021486181631836132e+00,1.808922959640221206e+00,3.996871735661735592e+00,5.505909749592803770e+00,5.023781717093399379e+00,-1.053089533653464915e+00
1.173125649393861814e+01,9.612639867270533767e-01,2.990013543919332939e+00,9.228247902619223453e+00,4.575426833670110938e-01,-3.530818642515674566e-01
2.036690722280900090e+00,1.087364722557916830e+00,9.839895293824529876e-01,1.081503019467365512e+01,6.239426318626512646e+00,-7.104748821175935092e+00
1.131138762396231279e+01,2.043443445560144678e-01,2.261292246068236089e-01,4.897764403276140932e+00,1.599862393303576269e+00,6.222312257979367711e-02
3.316833420527101950e+00,1.959808905594962791e+00,1.624865208171453190e+00,8.205011428146194774e+00,5.068773695053856443e-01,-4.299194690178727463e+00
1.441078556602721683e+01,1.753185681481836733e+00,5.991950776566690173e-01,6.781103326460565128e+00,3.731569169037327605e+00,-2.288136890794001399e+00
1.470024214827674314e+00,9.961616816608691583e-01,1.155374210288306891e+00,5.122225318274183259e+00,2.992355693708216080e+00,-3.315446382564321670e+00
1.404453325684840337e+01,8.813868409157745720e-01,1.094170418227454755e+00,1.149214962567853782e+01,3.087323234723593934e+00,-2.959937985860763732e+00
5.652596309224195537e+00,8.035388464002193309e-01,1.969767013461527494e+00,5.958941784583538848e+00,5.299767932858577169e+00,-2.518464720726796280e+00
9.003771384891290808e+00,1.316383178161058654e+00,4.824787076816838827e+00,4.179768176146941627e+00,2.512388614222861527e+00,1.574120764725071897e+00
7.429423361197093456e+00,1.419899747075612506e-01,4.491865684584039009e+00,4.695600171181058435e+00,3.880551879488288058e+00,1.658699427852368791e+00
1.007932899494310419e+00,1.763718955473192240e+00,2.148378209910805747e+00,2.569716192161704882e+00,5.398288551370770350e+00,-3.201277616372848911e+00
9.260246272458809713e+00,1.668116002402501907e+00,4.439012813538447233e+00,3.566621286047986228e+00,3.307441685365274608e+00,9.623423188703577047e-01
