1.732850967432971068e+00 -4.512914343218326074e-01 4.054022227860192285e-01
1.071782174229625184e+00 -4.267432910996582507e-01 -5.966622929121736529e-01
-1.224897370744697511e+00 -1.144241605879030566e+00 -6.805024454966415171e+00
-2.947637939335208124e-01 3.909798838146087974e-01 3.760544648119497069e+00
7.408156968630543737e-01 -1.379553432861846396e-01 2.715951520563741006e+00
-1.259990033178332691e+00 2.811040727001739015e-01 -3.848674685110458960e+00
-1.577133772528363842e+00 -5.160591815562076690e-01 -7.703086392800281068e+00
1.673201208667857820e+00 6.176419471352043722e-01 3.148437464123892582e+00
-8.503336484561594411e-01 1.850557762934878170e+00 7.970039343902842965e+00
2.275202186458047393e-01 1.009654107299723158e+00 2.936550115884914991e+00
4.205321824184391488e-01 8.922463653913905723e-01 3.475018011512474025e+00
-9.638167108122859261e-01 -1.727645057527249950e+00 -8.235016886965368599e+00
9.172149694056064284e-01 1.657447415081222175e+00 1.208649449019997846e+01
2.423773424612818417e-02 1.369857600593511471e-01 2.698688275334323095e+00
5.977235587707596665e-01 -1.386431137164071625e+00 -5.832879825267792029e+00
1.680459299349074787e+00 1.246601284910423768e+00 8.224765849869626777e+00
1.971649780542112484e+00 7.471854956430901140e-02 4.725783924800398772e+00
7.046062536598185488e-02 6.939971866778900100e-01 2.140719438078466652e+00
1.766295212611562970e+00 1.288790411311239392e+00 1.078833848429782449e+01
-1.231528007434748329e+00 -2.031302092537146109e-01 -4.993219592555139030e+00
6.988686672151240842e-01 1.238721019336493256e+00 6.697456982440044726e+00
1.316146744518878808e+00 8.260637153765295615e-01 6.810994309649151646e+00
-7.805000235133028319e-01 1.189736213284779520e+00 4.040549532039682923e+00
-1.586776949663862624e+00 5.314761609389346830e-01 -6.618844216819439463e-01
-1.612270569812106924e+00 7.451988634713662130e-01 -5.856802512995682441e-01
1.750103776369550612e+00 1.978196317711603758e+00 1.525955374566484757e+01
5.989860798233168637e-01 1.752356484759886701e+00 1.094906284851676759e+01
8.792473988655524764e-02 1.345761330197951189e+00 1.104999460788890531e+01
-8.822017530102064242e-01 -1.691172804896673654e+00 -1.109988959202224557e+01
-9.043623455432836522e-02 8.032341198250598779e-01 4.565502828596581075e+00
7.253517740352255494e-01 -1.481030400893953658e+00 -5.572568228146022484e+00
3.422843686703025412e-02 -7.883521336333738638e-01 -5.090647328612798894e+00
1.356787482229083963e+00 3.950880273063126502e-01 5.455943329612666481e+00
1.767340747006533430e+00 1.827423462545392674e+00 7.908701207736244854e+00
1.249737256113754746e+00 -4.336058489690199913e-01 2.432229179775899031e+00
1.452622176453117753e+00 7.679626547623046307e-01 3.292109709686736885e+00
-1.989505187540645537e-01 3.131082682246866256e-01 -1.754384446348734361e+00
1.618511135571285564e+00 -3.324830647940535400e-01 4.611079307062820654e+00
-1.011158726530130725e+00 -1.306638394155414495e+00 -8.053916906467575743e+00
1.604654389493936240e+00 -3.224984415242495572e-01 -2.422722975707158888e-01
-5.463006508501373482e-01 -1.223989139745509824e+00 -8.315740713852575183e+00
-3.635928779246850873e-01 3.659861050455517351e-01 1.639989364476728273e+00
1.908506064391577883e+00 1.565427123645831919e+00 1.465427859278509715e+01
-1.414553185186606665e+00 -3.444970862526477440e-01 -4.680004028628994561e-01
1.504202606065499825e+00 1.602898557859026241e+00 7.848632567006180949e+00
3.822834493289581914e-01 8.254257805909794854e-01 6.566882894380729141e+00
-2.101817452298369027e-01 -1.630828224157226725e+00 -1.027413639425633107e+01
5.002541250749676927e-01 -1.772630005635766448e+00 -5.832746519605719548e+00
-1.423025451890187476e+00 5.581795430558589288e-03 -5.192285455019179707e+00
5.839821824281390406e-01 1.331253278481910218e+00 5.411757993329519678e+00
