-3.491710810827314271e-02,-1.219065822333260218e+00,1.201316181498537805e+00,-5.941213570026425694e-01,4.393432031035360841e-01,5.123766580951161220e-01,2.422951640752601055e+00,-2.876619319308010958e+00,-2.907018272755444444e-01,1.108588126476512670e-01,5.784435293953290591e-01,-1.165068914209112627e+00,-3.582284431886932352e-01,-3.353582643996762536e-01,-7.709631983550996326e-01,-1.878199522469345129e-01,3.079354728112607825e-02,9.571371133181033608e-01,7.031092738139343989e-01,8.756437575178617205e-01,1.088762976092693568e+00,2.187195337928898642e+00,1.536997861084301309e-01,-1.514983485118492013e+00,1.256967186351405141e+00,4.774951659996729547e-01,-2.508274674195476450e-02,-6.816668217162101806e-01,1.019197371417825293e+00,-8.567860429976001946e-01,1.544343390502382618e-01,1.114362156347922905e+00,1.151644350761710012e+00,1.634342613433208857e+00,1.120937259297268618e+00,7.528065573260349641e-01,-1.402660512857912156e+00,1.040344514998387204e+00,7.980845104966889370e-01,5.992446521060655895e-01
1.053097762240142315e-01,8.782091836277136632e-02,9.946170972544338129e-02,2.194047802027751182e+00,-4.266504115626411631e-01,-8.729032849798668003e-01,1.432832033715933262e+00,-1.798339816597708390e-02,3.029530793273055855e-01,-1.853380646241102436e+00,-4.218952335485742222e-01,1.212703902658534005e+00,2.471637036827162071e+00,1.127767260161568474e+00,8.381217068268491666e-01,-6.705145584358733757e-01,1.329772490336331936e+00,1.679883496051292280e+00,-6.154167580913177255e-03,1.188056373271053401e+00,-2.466041287099939083e+00,-9.499297220036763412e-02,1.258020908540884442e-01,1.130554862389353099e+00,-6.390378950262747271e-01,1.684276038986390445e+00,3.476649806320469827e-01,1.026184662827747784e+00,4.151546777914617015e-01,-3.948983467587161011e-01,-1.910372968000872973e-01,-5.503314113033735966e-01,-1.539705889077047862e+00,-1.082596157461085618e+00,-2.268614467911774304e-02,-1.707026069329885987e+00,3.977009846955691930e-01,4.448465601736015795e-01,-4.759571457941472739e-01,9.684729986274086544e-01
-2.112569100500125696e-01,3.211413274792808692e-01,-1.303905270108510539e+00,-3.960092453997105522e-01,-6.567148541031061493e-01,6.905170598505329105e-01,2.772525908407265649e-01,1.234073133463969435e-01,2.784031457746558580e-01,-8.940541710513674745e-02,-6.335736935262713532e-01,-5.759027052598677532e-01,8.246383938572526828e-01,4.217021184882869256e-01,1.389454034555519302e+00,4.133070371646166419e-02,-9.890270945208101683e-01,-2.613896309021074504e+00,-1.449161001271578098e+00,1.166367974808118824e+00,-5.200656622697240605e-01,2.855397120339364658e-01,-9.035891124585485046e-02,1.995214290380973532e+00,2.842086738731333107e-01,8.996078012493357035e-01,2.208009109947213777e-01,-1.790255109364575770e+00,4.537313680422522810e-01,-2.468599473825656976e-01,-3.762332381839683104e-01,1.332868378392396913e+00,2.551707159916079548e-01,5.079213872898775683e-01,-2.271193934274627624e-02,-1.875586735500426983e+00,-9.079296729309469516e-01,8.735256673152423934e-01,1.575250709257026482e+00,-7.071427600851994955e-01
1.219972188561740056e+00,6.361108562419870438e-01,-8.241791947668635210e-01,3.736911454421953382e-01,-1.693971600827710866e-01,-3.339857332613304086e-01,1.123810646917650313e+00,1.674916181503708579e+00,8.955851587968512162e-02,-2.499642051968264111e-01,8.093210804639344724e-01,-8.940755026523555804e-01,-6.657174475261583568e-01,9.264337571145945249e-01,2.834428435872375918e-01,1.027176185305684886e+00,-9.340517420303022789e-01,-7.505649226811569319e-01,-5.349049170350046040e-02,5.678432660007982635e-01,-1.298434628718745654e-01,6.193013697715690768e-02,7.326552082789420384e-01,-3.121327209070312581e-01,-3.282585817311746146e-01,-2.115468900996754886e+00,-6.463182867294238187e-01,-1.355712670415019527e+00,9.883202118297058636e-01,3.220190484934898345e-01,2.999388008999168131e-01,1.983456202353916231e-01,6.302506181286741116e-01,1.799953724746120864e-01,-2.036555528622214339e+00,1.631031218950650619e+00,-8.226302030193631820e-01,-4.064271392566154995e-01,-5.716141818875681846e-01,-2.820124065871281727e-01
-5.387368637320302245e-01,-7.083803288411832932e-01,-5.940789176242462499e-01,2.496526651073869008e-01,-2.669794888310800807e-01,1.267871062615141708e+00,2.384079816731167478e-01,-4.322440864655224257e-01,-1.353605138197187419e+00,-3.732172562532758975e-01,-1.075807878369932670e-02,-3.999923377881701991e-02,1.169447208329972954e+00,8.130943618812965790e-01,-3.567173324992423122e-01,-7.955455634668477660e-02,1.703577079548542539e+00,1.271428308671275209e+00,-3.460065801728082757e-01,1.759030565952873770e+00,1.890666098106895454e+00,1.510190134732922518e+00,-9.212592550492183507e-01,-2.005046830986892958e-01,-8.932785748816567395e-01,1.406675317722161367e+00,1.422078528397817010e+00,-2.590306589499228873e-01,-1.417176925125818443e-01,-1.883385737285513950e-01,7.914640323146555634e-01,-1.200834425811974526e+00,-1.685984625838371942e+00,-6.048336706177208644e-01,-2.199935509485146656e-01,1.967201432018721996e-01,8.367739214508683743e-01,7.500227105059080468e-02,-1.116582104070545256e+00,-1.721999041936705943e+00
1.574733357416223001e+00,-2.329312109866910618e-01,4.064952766434162257e-01,6.590289288227516584e-01,-1.601727612051091709e+00,-4.015301655786938928e-02,1.836380442567669080e+00,-8.339295100095128754e-01,9.496114262182021593e-01,-2.223662629853463135e-01,-6.221217104318361724e-01,6.512545844270216655e-01,-9.611936297335749169e-02,4.763791974237426841e-01,1.852606687382953032e-01,7.222333139680973124e-01,6.288043883965303005e-01,1.508861127579949946e+00,5.829628327436041646e-01,1.652422360946914082e-01,-2.830375933986212234e-01,-2.035493512394031812e-01,1.127293192494550345e-01,5.587700742163059786e-01,-1.161633002245279878e+00,-1.062615792838730311e+00,7.239092130443619544e-01,-1.964507671382957010e+00,-9.503836847633327922e-01,-6.925773131767982704e-01,-1.873394173576627741e+00,1.028561084480018595e+00,9.357200716193503354e-01,3.930520974573049608e-01,1.912540955340915394e+00,-9.805036573494111396e-01,-3.967576667404427160e-01,-3.602143558192841266e-01,-2.303625317316115861e+00,-7.627373289606016460e-01
-1.679288514685360667e+00,-1.619349706626981078e+00,7.301438709749531741e-02,1.438279434820028402e-01,6.613426659838261834e-01,4.347001433005824311e-01,7.312902506559395555e-01,1.419473169459481987e+00,1.375972531340094562e+00,1.239951187279531242e+00,-6.985987195316559206e-02,1.928971375076571695e-02,3.250376899879596215e-01,1.891014375793414470e-01,-5.044461413285513673e-01,-2.331473206453027192e-01,-8.996935420963984020e-01,4.043359268080768953e-01,1.382094452712868904e+00,3.622662519853085683e-02,7.569882682704626164e-02,-6.670134577355552041e-02,2.002808387677193214e-01,9.430935639395384706e-01,3.536380706241430971e-01,1.267176251135354370e+00,1.035673619816842805e+00,1.187926984655011342e+00,-1.321890502329661876e+00,2.959265339026234676e-01,-4.922974752928818143e-01,-1.619540513673473070e-01,-9.443658435357275005e-01,7.300610682130229123e-02,-8.086966849478960384e-01,-6.078149295996218004e-01,1.336037240986290398e+00,2.829959128578406480e-01,7.941049562143415175e-01,5.234341097475967430e-01
3.912248286279661896e-02,5.874256433046964876e-01,8.784082494160315724e-01,7.693836201739268077e-01,1.175214298818529457e+00,-2.610632097940673302e-01,-5.561854960201253473e-01,4.848035109673172194e-01,1.226589878201189837e-01,1.320109452648728643e-01,7.307860984140838179e-01,1.813873812919064354e+00,8.823039946520295773e-01,3.044890507198664831e-01,-1.059955729608803354e+00,-4.594038894316636035e-01,-6.014898517793070276e-01,-2.364672250593361780e-01,1.400427032586549325e+00,5.174684595369182238e-01,-5.301406905422242355e-01,1.323659593115836530e-01,1.480878739711713576e+00,-2.119802768971377482e-01,1.906134846027017771e-01,-5.182500118558781566e-01,-6.154437539034559590e-01,-2.270628611563354049e+00,2.166901697562959722e-02,-1.516845678663774954e+00,3.218778209899116338e-01,-3.267908690566922458e-01,1.639713660769787917e-01,-3.361200375425876796e-01,7.458283147419594306e-01,2.404236587294955374e+00,1.945438417501213824e+00,1.024459285967152189e+00,6.141684481326729061e-01,-2.696513603420397143e+00
5.501779627156010433e-01,7.456298779360058804e-01,6.340616577094381201e-01,-1.880926006917932769e+00,-8.047800211395835790e-01,-1.125068177802655001e+00,6.564254435944512078e-01,-7.093778807155491917e-01,-9.085253598288986487e-02,3.882291816908848836e-01,1.579995156134131218e+00,-1.528260608877746396e+00,-1.149070684837910084e-01,6.852198717554326413e-01,5.829270877129472117e-01,5.900151884902539168e-01,-1.522921426781420173e+00,1.510168183504474460e+00,2.413826525596597161e+00,4.095146819228872581e-01,5.559839733986217114e-01,-1.627155808881172838e+00,-1.568916143867085555e+00,-2.585532865911625566e-01,3.680737102276678274e-01,-5.302485294524451609e-01,2.990082125086322429e-01,2.164917221228423450e-01,3.607305264294232705e-01,-8.903834213654302498e-01,1.715270117347214462e+00,4.724174181362040259e-01,-2.241637847988194876e-01,2.403435457200987779e-01,-1.533949631759754961e+00,-4.888900016702084073e-01,-5.204158941433263408e-01,3.559532363808958627e-02,-4.706185013079369761e-01,1.944252538222774440e+00
3.730399574004746727e-02,-2.732739469255247577e-01,3.610464430055370655e-01,-1.519915561205699983e-01,-2.223654250119796227e+00,1.997258968826428838e+00,-2.167722490057597540e+00,2.611006804482638888e+00,-1.085594038092837943e+00,7.463067201563086672e-02,-9.532095632223321902e-01,1.367720699483211177e+00,4.984948952732449201e-01,2.696086309502039313e-01,-8.582207626713839188e-01,-9.138810804202585070e-01,1.171129880051483552e+00,2.324225019004027004e+00,-9.136827711798364282e-01,1.400467743024378930e-01,-1.999423150951253225e+00,1.419380043577893158e+00,-5.203543773487756541e-01,1.144222484161059317e+00,1.284427522721303672e-01,-9.089729009939104820e-01,-4.445049605076667465e-01,-8.991982259461827054e-01,-1.571897092666302509e+00,-6.523728095599757859e-01,1.048477645045132300e+00,1.737784074065383266e-01,4.199054187878855093e-01,8.892279036099582923e-01,-2.147344280741010913e-01,-1.486156823003396354e+00,4.571491459292178483e-01,7.672600920113444856e-01,-7.654619704019169912e-01,1.310430468191911890e+00
