1.430584257663587433e-01,7.646037720992678866e-01,4.049250079200856778e-01,7.225405325196291306e-01,6.405055406169516408e-01,9.026926844597615851e-01,9.680230553191812026e-01,9.911608987102307200e-01,2.686126964005934870e-01,1.846634229411312500e-01,-4.047191051098821823e+00
9.489334865867266045e-01,8.780111014974441019e-01,8.361413026996324938e-01,3.322671680972999475e-02,7.557290373032881092e-01,3.850332231582324072e-01,9.668125086160219706e-01,8.982975970543982669e-04,6.340302603328940023e-02,5.197108154670891933e-01,-2.147222899257566375e+00
3.050133138846657932e-01,9.641352543479486670e-01,9.495003257782118622e-01,7.497421928442746797e-01,7.617548820102175711e-01,8.426087311640951816e-01,9.760140607428652304e-01,9.531202398302801582e-01,5.450839166277706704e-01,1.518393079017729130e-01,-4.140397901283437321e+00
4.557567387675639514e-01,8.036098508771138960e-01,4.699527247650302497e-01,4.305644779341338824e-01,4.750014706479293025e-01,6.377606118416426773e-01,4.994850276320936810e-01,1.111153076015990449e-01,9.311518253450412619e-02,6.584282890838089042e-02,-2.197548018990867380e+00
7.696690261902278118e-01,5.117219798676659881e-01,4.631325554302441194e-01,6.219266358598796174e-01,9.790047508960314504e-01,6.802531021000841616e-01,7.656424946638569207e-01,6.069765955460230122e-01,1.230996384600266946e-01,2.396713648405554009e-01,-2.279359708744456370e+00
3.033431087112591351e-01,2.785852039152580950e-02,8.448904926676966687e-01,2.909486838394728103e-01,5.503363758067484346e-01,7.814782498864031313e-01,6.217915457093367015e-01,4.884349825235797526e-01,3.538719224331603463e-01,3.534804715126090846e-01,-2.694307706934529367e+00
2.498218691317320994e-01,9.907335403073985747e-01,1.851029916059024893e-01,6.620476907466998906e-01,3.774515802495781447e-02,3.616371345771092205e-01,5.707801470662838828e-01,2.675247134159675078e-03,6.664595373580843862e-01,9.749240355950020698e-01,-4.488014189550548316e+00
9.522074413181971231e-01,7.931996665697097493e-01,5.466737986100365099e-01,6.391966226782448413e-01,9.534892204509481939e-01,9.027566841351345461e-01,2.609119572718671121e-01,6.834597772581971764e-01,3.688322693682586362e-01,8.805228838556933280e-01,-3.214361874236135730e+00
5.166734494705320646e-01,1.438701107055728734e-02,3.973267376696159037e-01,4.179712402178346053e-01,3.623364034196362438e-01,1.912769811938950237e-01,4.385086303467566893e-03,4.804882337498518341e-01,3.996095296284718490e-02,9.980221718925712526e-01,-1.920406747071772724e+00
5.464367067124762389e-01,9.658920859975804740e-01,3.673394055745490272e-01,4.892274929199897926e-01,8.927602180615962224e-01,2.814609932950004056e-01,5.686349248200671669e-01,4.494256768572280070e-02,5.646453790397384376e-01,6.797776876158473369e-01,-3.165480105149736545e+00
8.481067635812538086e-01,8.407860979367397514e-01,4.978419174151990090e-01,6.976816736475014435e-01,2.340713158619635026e-01,8.520091909507102601e-01,9.234213762301780593e-01,4.642149992409042580e-01,7.027303158793276605e-01,7.291287258439324015e-01,-3.956251496181711680e+00
2.522350593548250419e-02,6.537218202540459044e-01,1.928974436207796517e-01,6.578500997344959300e-01,5.277597431578837650e-01,6.933602879308444766e-01,5.841168006450848660e-01,6.994953548934645937e-02,5.393251807775858442e-01,3.391507522236767436e-01,-3.857730330450821921e+00
6.288632785448666773e-02,7.464572675879640462e-01,2.241694894386803139e-02,1.951219317165887590e-01,2.963945499564629715e-01,6.921912416556581515e-01,6.608183425878197959e-01,7.329761928990942144e-01,9.825697806257321920e-01,1.008289948610214815e-01,-2.695032754166869715e+00
8.006744037819009119e-01,7.874072390565550750e-01,1.743379320120935771e-01,3.516762185764110704e-02,1.298473640955020159e-01,8.181484790538151586e-03,7.320601110866427064e-01,5.085406997047335897e-01,1.026399935915599526e-01,3.255043226115340582e-01,-6.980244517054950970e-01
9.869038131182927831e-01,3.466003024452152248e-01,6.665270718394222804e-02,7.768401712732221354e-01,9.930933892990569944e-01,2.909704301748483601e-01,9.790263021382172859e-01,9.390937104038771244e-01,8.941725461224562244e-01,8.858855726712921985e-02,-1.296473608443729164e+00
